name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,futureType,baseCurrency,isEtfMarket,quoteCurrency,underlying,restricted,highLeverageFeeExempt,largeOrderThreshold,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h,priceHigh24h,priceLow24h,tokenizedEquity
BITO-0930,True,False,0.005,0.01,0.01,11.76,11.77,11.88,11.77,future,future,,False,,BITO,True,False,350.0,-0.01670843776106934,0.0008503401360544217,-0.0162975344755537,0.0,0.0,12.115,11.745,True
BITO-1230,True,False,0.005,0.01,0.01,11.67,11.79,11.875,11.79,future,future,,False,,BITO,True,False,350.0,-0.01709045435598166,0.006402048655569782,-0.015859766277128547,0.0,0.0,12.145,11.67,True
BITO/USD,True,False,0.005,0.01,0.01,11.485,11.785,11.84,11.785,spot,,BITO,False,USD,,True,True,280.0,-0.017097581317764805,0.007264957264957265,-0.015455304928989139,0.0,0.0,12.125,11.545,True
BITW-0930,True,False,0.005,0.01,0.01,9.795,10.19,10.36,10.19,future,future,,False,,BITW,True,False,350.0,-0.014029995162070633,0.019,-0.012596899224806201,0.0,0.0,10.645,9.945,True
BITW-1230,True,False,0.005,0.01,0.01,9.9,9.975,10.26,9.975,future,future,,False,,BITW,True,False,350.0,-0.015786877158362113,0.007575757575757576,-0.01384083044982699,0.0,0.0,10.41,9.9,True
BITW/USD,True,False,0.005,0.01,0.01,10.47,10.255,10.43,10.43,spot,,BITW,False,USD,,True,True,280.0,-0.0038204393505253103,0.024054982817869417,-0.0038204393505253103,266.78755,266.78755,10.72,10.145,True
BLT/USD,True,False,0.0001,1.0,1.0,0.0582,0.0582,0.0587,0.0582,spot,,BLT,False,USD,,False,True,280.0,0.01926444833625219,-0.0017152658662092624,0.008665511265164644,9399.0982,9399.0982,0.0586,0.0567,
BNB-PERP,True,False,0.0025,0.1,0.1,279.44,279.375,279.4,279.4,future,perpetual,,False,,BNB,False,False,2500.0,-0.00771559722629163,0.021852427539544667,-0.0111047206123081,61273697.975,61273697.975,285.5775,272.4175,
BNB-0930,True,False,0.0025,0.1,0.1,279.25,279.095,279.4025,279.25,future,future,,False,,BNB,False,False,2500.0,-0.007499289166903611,0.022566027372179248,-0.011206911814174176,2015705.61225,2015705.61225,285.27,272.355,
BNB-1230,True,False,0.0025,0.1,0.1,270.99,271.96,272.35,271.96,future,future,,False,,BNB,False,False,2500.0,-0.008413319113639057,0.02109126406788252,-0.012159131153346712,817213.46575,817213.46575,278.3625,265.4625,
BNB/BTC,True,False,1e-07,0.01,0.01,0.01456,0.0145429,0.0145627,0.01456,spot,,BNB,False,BTC,,False,True,1200.0,0.007145475800148029,0.014810942672939536,0.0012997641168824917,25.202284286,483700.63768444076,0.0146444,0.0141557,
BNB/USD,True,False,0.001,0.01,0.01,279.329,279.388,279.389,279.388,spot,,BNB,False,USD,,False,True,2000.0,-0.008077028221669157,0.021591835689969762,-0.011323906181437287,21804730.46178,21804730.46178,285.541,272.573,
BNB/USDT,True,False,0.001,0.01,0.01,279.683,279.346,279.396,279.396,spot,,BNB,False,USDT,,False,True,1400.0,-0.007840797715941535,0.021464217164792982,-0.011285100058389511,2584607.79706,2584693.942037876,285.545,272.604,
BNT-PERP,True,False,0.0005,0.1,0.1,0.438,0.438,0.4385,0.438,future,perpetual,,False,,BNT,False,False,350.0,-0.00904977375565611,-0.017937219730941704,-0.012401352874859075,893489.47895,893489.47895,0.453,0.434,
BNT/USD,True,False,0.0005,0.1,0.1,0.44,0.4365,0.4395,0.4395,spot,,BNT,False,USD,,False,True,280.0,-0.004530011325028313,-0.013468013468013467,-0.010135135135135136,19043.97045,19043.97045,0.4525,0.435,
BNTX-0930,True,False,0.01,0.01,0.01,133.9,131.44,132.51,132.51,future,future,,False,,BNTX,True,False,350.0,-0.002409094331099902,0.007680608365019012,-0.010380881254667662,1225.185,1225.185,135.55,130.29,True
BNTX-1230,True,False,0.01,0.01,0.01,129.3,130.97,132.82,130.97,future,future,,False,,BNTX,True,False,350.0,-0.010426898375519456,0.0017592167661006578,-0.02100463447451039,0.0,0.0,135.69,129.3,True
BNTX/USD,True,False,0.01,0.01,0.01,133.15,131.64,132.23,132.23,spot,,BNTX,False,USD,,True,True,280.0,-0.003316499585437552,0.010855439186606529,-0.010846798324356673,1250.9915,1250.9915,135.56,129.25,True
BOBA-PERP,True,False,0.0005,0.1,0.1,0.2865,0.2855,0.2865,0.2865,future,perpetual,,False,,BOBA,False,False,350.0,0.0,-0.0017421602787456446,-0.015463917525773196,261924.7465,261924.7465,0.295,0.2845,
BOBA/USD,True,False,0.0005,0.1,0.1,0.286,0.286,0.287,0.286,spot,,BOBA,False,USD,,False,True,280.0,-0.0017452006980802793,-0.0052173913043478265,-0.018867924528301886,104920.26505,104920.26505,0.2955,0.2845,
BOLSONARO2022,True,False,0.001,0.1,0.1,0.234,0.22,0.234,0.234,future,prediction,,False,,BOLSONARO,False,False,350.0,0.017391304347826087,-0.064,-0.02092050209205021,20446.3877,20446.3877,0.265,0.192,
BRZ-PERP,True,False,1e-05,1.0,1.0,0.18563,0.18563,0.18614,0.18563,future,perpetual,,False,,BRZ,False,False,350.0,-0.006210182557952781,-0.006422951346143553,-0.006582468157979236,248923.94807,248923.94807,0.18849,0.18505,
BRZ/USD,True,False,1e-05,1.0,1.0,0.18593,0.18576,0.18604,0.18593,spot,,BRZ,False,USD,,False,True,280.0,-0.0038574872756496114,-0.005189941144997325,-0.005243165159702531,885840.00626,885840.00626,0.18841,0.18523,
BRZ/USDT,True,False,1e-05,1.0,1.0,0.18623,0.18577,0.18619,0.18619,spot,,BRZ,False,USDT,,False,True,196.0,-0.0016621983914209115,-0.003425574051276562,-0.00454448246364414,1779102.41042,1779161.7079033393,0.18841,0.18502,
BSV-PERP,True,False,0.01,0.01,0.01,49.2,49.21,49.24,49.21,future,perpetual,,False,,BSV,False,False,350.0,-0.01045646491051679,0.0046957942017149855,-0.016193522590963613,2114271.9705,2114271.9705,50.5,48.85,
BSV-0930,True,False,0.01,0.01,0.01,49.02,48.96,49.19,49.02,future,future,,False,,BSV,False,False,350.0,-0.015464952801767424,0.0026590304765800776,-0.015267175572519083,111225.8786,111225.8786,50.33,48.79,
BSV-1230,True,False,0.01,0.01,0.01,47.5,47.33,47.62,47.5,future,future,,False,,BSV,False,False,350.0,-0.008350730688935281,-0.0035661841829242712,-0.017173598179184773,59538.8186,59538.8186,48.91,47.5,
BTC-PERP,True,False,1.0,0.0001,0.001,19193.0,19192.0,19193.0,19193.0,future,perpetual,,False,,BTC,False,True,3000.0,-0.015289107793340516,0.006766680654637012,-0.012858098030139382,3709076675.4882,3709076675.4882,19800.0,19016.0,
BTC-MOVE-0929,True,False,1.0,0.0001,0.0001,448.0,439.0,441.0,441.0,future,move,,False,,BTC,False,False,900.0,0.0425531914893617,-0.138671875,-0.09259259259259259,74934.5227,74934.5227,534.0,408.0,
BTC-0930,True,False,1.0,0.0001,0.0001,19206.0,19202.0,19206.0,19206.0,future,future,,False,,BTC,False,False,3000.0,-0.015379883112888341,0.006551019338609088,-0.01259575343170017,47359786.2548,47359786.2548,19792.0,19019.0,
BTC-MOVE-2022Q3,True,False,1.0,0.0001,0.0001,1926.0,1920.0,1947.0,1926.0,future,move,,False,,BTC,False,False,900.0,0.14031971580817051,-0.1091581868640148,0.15467625899280577,17609.7035,17609.7035,2448.0,1470.0,
BTC-MOVE-0930,True,False,1.0,0.0001,0.0001,485.0,487.0,488.0,487.0,future,move,,False,,BTC,False,False,900.0,0.016701461377870562,-0.05160662122687439,0.004123711340206186,38004.5241,38004.5241,514.0,470.0,
BTC-MOVE-WK-0930,True,False,1.0,0.0001,0.0001,700.0,700.0,701.0,700.0,future,move,,False,,BTC,False,False,900.0,-0.011299435028248588,-0.24078091106290672,-0.15966386554621848,8174.5705,8174.5705,1019.0,700.0,
BTC-MOVE-WK-1007,True,False,1.0,0.0001,0.0001,1389.0,1389.0,1390.0,1389.0,future,move,,False,,BTC,False,False,900.0,-0.0014378145219266715,-0.021830985915492956,-0.038088642659279776,9979.631,9979.631,1454.0,1372.0,
BTC-MOVE-WK-1014,True,False,1.0,0.0001,0.0001,1509.0,1412.0,1487.0,1487.0,future,move,,False,,BTC,False,False,900.0,-0.0145791915175613,0.029778393351800554,0.009504412763068567,7225.2669,7225.2669,1529.0,1421.0,
BTC-MOVE-WK-1021,True,False,1.0,0.0001,0.0001,1504.0,1402.0,1481.0,1481.0,future,move,,False,,BTC,False,False,900.0,-0.015292553191489361,0.027758501040943788,0.010231923601637109,6729.7212,6729.7212,1547.0,1430.0,
BTC-1230,True,False,1.0,0.0001,0.0001,19240.0,19235.0,19240.0,19240.0,future,future,,False,,BTC,False,False,3000.0,-0.015453894176645175,0.00575013068478829,-0.013282732447817837,41616463.9003,41616463.9003,19823.0,19066.0,
BTC-MOVE-2022Q4,True,False,1.0,0.0001,0.0001,5068.0,5068.0,5317.0,5068.0,future,move,,False,,BTC,False,False,900.0,-0.021621621621621623,-0.06321626617375231,-0.046292811441475346,8356.8529,8356.8529,5410.0,5068.0,
BTC-0331,True,False,1.0,0.0001,0.0001,19316.0,19305.0,19330.0,19316.0,future,future,,False,,BTC,False,False,3000.0,-0.016747263934843472,0.00431549940206936,-0.012979049565661727,1725954.2084,1725954.2084,19904.0,19167.0,
BTC/AUD,True,False,1.0,0.0001,0.0001,29710.0,29700.0,29734.0,29710.0,spot,,BTC,False,AUD,,False,True,1440.0,-0.01328462304882099,-0.0001346166790065289,-0.006387746229223103,277001.0128,179496.6562944,30263.0,29600.0,
BTC/BRZ,True,False,5.0,0.0001,0.0001,103150.0,103060.0,103205.0,103150.0,spot,,BTC,False,BRZ,,False,True,1440.0,-0.01367374258940524,0.010878087024696198,-0.008220758617374166,7875764.9935,1464340.985241455,105740.0,101695.0,
BTC/EUR,True,False,1.0,0.0001,0.0001,19768.0,19769.0,19791.0,19769.0,spot,,BTC,False,EUR,,False,True,1680.0,-0.011846446066180146,-0.0058835361560897114,-0.01209334865823797,1235118.2596,1200534.9483312,20268.0,19731.0,
BTC/JPY,True,False,0.01,0.0001,0.0001,2778874.69,2774107.46,2780864.0,2778874.69,spot,,BTC,False,JPY,,False,True,1680.0,-0.015067387456716303,0.006473994952821424,-0.00894294394508981,194782373.094407,1343998.3743514083,2844999.99,2744917.56,
BTC/TRYB,True,False,0.1,0.0001,0.0001,366400.1,358645.4,359714.8,359714.8,spot,,BTC,False,TRYB,,False,True,1200.0,-0.01381642003496051,0.008473972797835221,-0.009984243516792007,70455.51484,3763.7336027528,369058.4,355360.9,
BTC/USD,True,False,1.0,0.0001,0.0001,19194.0,19194.0,19195.0,19194.0,spot,,BTC,False,USD,,False,True,2400.0,-0.015237802062490381,0.006766325727773407,-0.012654320987654321,710686482.9178,710686482.9178,19767.0,19016.0,
BTC/USDT,True,False,1.0,0.0001,0.0001,19194.0,19196.0,19197.0,19196.0,spot,,BTC,False,USDT,,False,True,1680.0,-0.015488768078777311,0.006765615985734515,-0.01270380085377771,66457668.476,66459883.51009031,19778.0,19017.0,
BTT-PERP,True,False,1e-08,1000000.0,1000000.0,7.8e-07,7.7e-07,7.8e-07,7.8e-07,future,perpetual,,False,,BTT,False,False,350.0,0.0,0.012987012987012988,0.0,1443.03,1443.03,7.8e-07,7.6e-07,
BTT/USD,True,False,1e-08,1000000.0,1000000.0,7.7e-07,7.7e-07,7.9e-07,7.7e-07,spot,,BTT,False,USD,,False,True,280.0,-0.01282051282051282,0.013157894736842105,0.0,764.71,764.71,8e-07,7.6e-07,
BYND-0930,True,False,0.01,0.01,0.01,16.01,15.62,15.74,15.74,future,future,,False,,BYND,True,False,350.0,-0.004427577482605946,0.07002039428959891,-0.013166144200626959,375.3433,375.3433,16.09,14.71,True
BYND-1230,True,False,0.01,0.01,0.01,16.44,15.46,16.26,16.26,future,future,,False,,BYND,True,False,350.0,0.0,0.057905009759271306,0.04970948999354422,10.5216,10.5216,16.44,14.94,True
BYND/USD,True,False,0.01,0.01,0.01,16.04,15.65,15.84,15.84,spot,,BYND,False,USD,,True,True,280.0,-0.005025125628140704,0.07608695652173914,-0.012468827930174564,677.2978,677.2978,16.09,14.48,True
C98-PERP,True,False,0.0001,1.0,1.0,0.3455,0.3455,0.3457,0.3455,future,perpetual,,False,,C98,False,False,350.0,-0.006327293643945931,0.004068584713746004,-0.010878900658459777,2064397.6136,2064397.6136,0.3561,0.3425,
C98/USD,True,False,0.0001,1.0,1.0,0.347,0.3456,0.3461,0.3461,spot,,C98,False,USD,,False,True,280.0,-0.006316393913293138,0.00522799883822248,-0.011425307055127107,8770.9022,8770.9022,0.3565,0.3425,
CAD/USD,True,False,0.0001,1.0,1.0,0.7314,0.7305,0.7312,0.7312,spot,,CAD,False,USD,,False,True,280.0,-0.0023195524628189385,0.0015066429256266264,-0.00544069640914037,210404.4486,210404.4486,0.7364,0.7277,
CAKE-PERP,True,False,0.0025,0.1,0.1,4.865,4.86,4.8625,4.8625,future,perpetual,,False,,CAKE,False,False,350.0,-0.01568825910931174,0.02260778128286015,-0.002564102564102564,10469336.48425,10469336.48425,5.0775,4.6275,
CEL-PERP,True,False,0.0005,0.1,0.1,1.44,1.4405,1.441,1.4405,future,perpetual,,False,,CEL,False,False,350.0,-0.008943928448572412,-0.04948861761794787,-0.014705882352941176,9079392.3845,9079392.3845,1.5395,1.4275,
CEL-0930,True,False,0.0005,0.1,0.1,1.4425,1.439,1.4425,1.4425,future,future,,False,,CEL,False,False,350.0,-0.008931638612160769,-0.045334215751158174,-0.01870748299319728,287519.91495,287519.91495,1.54,1.4225,
CEL-1230,True,False,0.0005,0.1,0.1,1.02,1.02,1.0285,1.02,future,future,,False,,CEL,False,False,350.0,-0.016867469879518072,-0.04583723105706267,-0.016867469879518072,40280.43795,40280.43795,1.1265,1.015,
CEL/BTC,True,False,1e-08,0.1,0.1,7.497e-05,7.491e-05,7.525e-05,7.497e-05,spot,,CEL,False,BTC,,False,True,168.0,0.0022727272727272726,-0.056743834927025665,-0.010558268443975187,0.225549958,4328.91944540534,8e-05,7.396e-05,
CEL/USD,True,False,0.0005,0.1,0.1,1.4415,1.44,1.441,1.441,spot,,CEL,False,USD,,False,True,280.0,-0.010302197802197802,-0.05009887936717205,-0.015710382513661202,1625097.04105,1625097.04105,1.541,1.4255,
CELO-PERP,True,False,0.0005,0.1,0.1,0.785,0.785,0.7855,0.785,future,perpetual,,False,,CELO,False,False,350.0,-0.01567398119122257,0.014211886304909561,-0.0006365372374283895,975830.4398,975830.4398,0.804,0.7705,
CGC-0930,True,False,0.0025,0.1,0.1,3.0375,2.9025,3.0025,3.0025,future,future,,False,,CGC,True,False,350.0,-0.011522633744855968,0.05814977973568282,-0.011522633744855968,2091.388,2091.388,3.0475,2.8375,True
CGC-1230,True,False,0.0025,0.1,0.1,2.84,2.835,3.1575,2.84,future,future,,False,,CGC,True,False,350.0,0.0,0.0,-0.007860262008733625,0.0,0.0,3.0475,2.84,True
CGC/USD,True,False,0.0025,0.1,0.1,2.955,2.935,2.9425,2.9425,spot,,CGC,False,USD,,True,True,280.0,-0.01588628762541806,0.05560538116591928,-0.03366174055829228,2468.55575,2468.55575,3.0475,2.7875,True
CHR-PERP,True,False,5e-05,1.0,1.0,0.14775,0.14795,0.148,0.14795,future,perpetual,,False,,CHR,False,False,350.0,-0.009705488621151271,0.008520790729379687,-0.013008672448298866,422637.9318,422637.9318,0.151,0.14625,
CHR/USD,True,False,5e-05,1.0,1.0,0.1475,0.14755,0.1482,0.14755,spot,,CHR,False,USD,,False,True,280.0,-0.014362057448229793,0.006823609689525759,-0.017316017316017316,3035.72375,3035.72375,0.15105,0.14635,
CHZ-PERP,True,False,1e-06,10.0,10.0,0.233168,0.233063,0.233193,0.233168,future,perpetual,,False,,CHZ,False,False,350.0,-0.005412968089508055,-0.020582354621368686,-0.02929176866330286,35499402.42171,35499402.42171,0.246004,0.230593,
CHZ-0930,True,False,1e-06,10.0,10.0,0.234141,0.232345,0.234327,0.234141,future,future,,False,,CHZ,False,False,350.0,-0.0020033161275473015,-0.01359492433689461,-0.025541248054337058,18444.00236,18444.00236,0.245993,0.231275,
CHZ-1230,True,False,1e-06,10.0,10.0,0.232504,0.232504,0.234464,0.232504,future,future,,False,,CHZ,False,False,350.0,-0.011016869847805559,-0.021250084192092678,-0.033424238392975925,13898.57064,13898.57064,0.245814,0.231126,
CHZ/USD,True,False,1e-06,10.0,10.0,0.232653,0.23302,0.233202,0.23302,spot,,CHZ,False,USD,,False,True,280.0,-0.006078184648851543,-0.0216560723492514,-0.030045205171538223,1743286.64022,1743286.64022,0.245957,0.230655,
CHZ/USDT,True,False,1e-06,10.0,10.0,0.232855,0.232614,0.233249,0.232855,spot,,CHZ,False,USDT,,False,True,196.0,-0.0074424235190813336,-0.022951851463337877,-0.031207874985438266,130117.5114,130121.84821665497,0.245781,0.230864,
CITY/USD,True,False,0.0025,0.1,0.1,6.6025,6.505,6.57,6.57,spot,,CITY,False,USD,,False,True,280.0,0.0045871559633027525,0.02536090518923137,0.0065109153581003444,2438.5795,2438.5795,6.7675,6.3725,
CLV-PERP,True,False,0.0005,0.1,0.1,0.0815,0.0815,0.082,0.0815,future,perpetual,,False,,CLV,False,False,350.0,-0.006097560975609756,0.0,-0.012121212121212121,38050.91085,38050.91085,0.084,0.0815,
CLV/USD,True,False,0.0005,0.1,0.1,0.0825,0.0815,0.082,0.082,spot,,CLV,False,USD,,False,True,280.0,-0.006060606060606061,0.0,-0.012048192771084338,104.92025,104.92025,0.0845,0.0815,
COIN/USD,True,False,0.0025,0.01,0.01,64.995,64.81,65.0325,64.995,spot,,COIN,False,USD,,True,True,280.0,-0.021822560012040033,0.025723980115205554,-0.033100267777447186,49489.486975,49489.486975,67.975,62.995,True
COMP-PERP,True,False,0.01,0.0001,0.0001,60.16,60.18,60.2,60.18,future,perpetual,,False,,COMP,False,False,350.0,-0.009219624629568653,-0.02778675282714055,-0.0321646831778707,5248135.091443,5248135.091443,63.32,59.85,
COMP-0930,True,False,0.01,0.0001,0.0001,61.82,59.59,60.63,60.63,future,future,,False,,COMP,False,False,350.0,-0.0019753086419753087,-0.015267175572519083,-0.020042023597866495,3241.223876,3241.223876,62.92,59.91,
COMP-1230,True,False,0.01,0.0001,0.0001,58.71,58.21,58.84,58.71,future,future,,False,,COMP,False,False,350.0,-0.0008509189925119128,-0.01921149348479786,-0.023615499750540496,175.174656,175.174656,61.19,58.24,
COMP/USD,True,False,0.01,0.0001,0.0001,60.21,60.14,60.21,60.21,spot,,COMP,False,USD,,False,True,280.0,-0.009052007899934168,-0.028557599225556632,-0.03230472516875603,315640.86172,315640.86172,63.28,59.89,
COMP/USDT,True,False,0.01,0.0001,0.0001,60.03,60.1,60.21,60.1,spot,,COMP,False,USDT,,False,True,196.0,-0.010373785608430759,-0.030488788514276496,-0.03236193849621639,102020.547772,102023.94811685724,63.23,59.91,
CONV/USD,True,False,1e-05,10.0,10.0,0.00079,0.00079,0.0008,0.00079,spot,,CONV,False,USD,,False,True,280.0,0.0,0.01282051282051282,-0.036585365853658534,1139.5337,1139.5337,0.00083,0.00078,
COPE/USD,True,False,0.00025,1.0,1.0,0.04325,0.043,0.04325,0.04325,spot,,COPE,False,USD,,False,True,280.0,0.0,0.005813953488372093,0.0,141.72275,141.72275,0.0435,0.043,
CQT/USD,True,False,0.0001,1.0,1.0,0.0695,0.0695,0.0697,0.0695,spot,,CQT,False,USD,,False,True,280.0,0.0,0.013119533527696793,0.0,6639.5044,6639.5044,0.0701,0.0684,
CREAM-PERP,True,False,0.05,0.01,0.01,14.35,14.35,14.4,14.35,future,perpetual,,False,,CREAM,False,False,350.0,-0.030405405405405407,0.0034965034965034965,-0.010344827586206896,729536.437,729536.437,15.15,14.0,
CREAM/USD,True,False,0.05,0.01,0.01,14.3,14.25,14.4,14.3,spot,,CREAM,False,USD,,False,True,280.0,-0.033783783783783786,0.0035087719298245615,-0.006944444444444444,30009.5995,30009.5995,15.15,14.1,
CREAM/USDT,True,False,0.05,0.01,0.01,14.3,14.25,14.45,14.3,spot,,CREAM,False,USDT,,False,True,196.0,-0.030508474576271188,0.0035087719298245615,-0.013793103448275862,1914.9155,1914.979324133615,15.1,14.1,
CRO-PERP,True,False,2.5e-05,10.0,10.0,0.10875,0.108725,0.10875,0.10875,future,perpetual,,False,,CRO,False,False,350.0,-0.014052583862194016,-0.014722536806342015,-0.03074866310160428,4776610.86075,4776610.86075,0.11455,0.108525,
CRO/USD,True,False,2.5e-05,10.0,10.0,0.1089,0.108725,0.108925,0.1089,spot,,CRO,False,USD,,False,True,280.0,-0.01514808953199186,-0.01358695652173913,-0.030707610146862484,726888.075,726888.075,0.114625,0.108675,
CRON-0930,True,False,0.001,0.1,0.1,3.107,3.025,3.058,3.058,future,future,,False,,CRON,True,False,350.0,0.00032711808963035657,0.04547008547008547,-0.011315874555447785,90.4433,90.4433,3.107,2.906,True
CRON-1230,True,False,0.001,0.1,0.1,2.849,3.028,3.056,3.028,future,future,,False,,CRON,True,False,350.0,-0.005256241787122208,0.0492030492030492,-0.01174934725848564,0.0,0.0,3.094,2.849,True
CRON/USD,True,False,0.001,0.1,0.1,3.017,3.037,3.063,3.037,spot,,CRON,False,USD,,True,True,280.0,0.00297225891677675,0.047602621593652986,-0.014600908500973394,100.4199,100.4199,3.094,2.899,True
CRV-PERP,True,False,5e-05,1.0,1.0,0.9082,0.9079,0.9082,0.9082,future,perpetual,,False,,CRV,False,False,1500.0,-0.014700298345538378,0.01867534069878302,-0.032646322628747934,21700047.77705,21700047.77705,0.945,0.88895,
CRV/USD,True,False,5e-05,1.0,1.0,0.9092,0.90815,0.9098,0.9092,spot,,CRV,False,USD,,False,True,1200.0,-0.013722406031350002,0.018711484593837535,-0.03286884374002766,3389991.07225,3389991.07225,0.94865,0.89,
CTX/USD,True,False,1e-05,10.0,10.0,0.597,0.597,0.599,0.597,spot,,CTX,False,USD,,False,True,280.0,0.0,0.11173184357541899,0.009861799482382394,77281.9917,77281.9917,0.615,0.537,
CTX/USDT,True,False,1e-05,10.0,10.0,0.59729,0.59357,0.59967,0.59729,spot,,CTX,False,USDT,,False,True,196.0,0.0,0.11430543636431477,0.014522539660970887,25609.0278,25609.881348896575,0.61255,0.53367,
CUSDT/USD,True,False,2.5e-06,1.0,1.0,0.021965,0.02196,0.02201,0.021965,spot,,CUSDT,False,USD,,False,True,280.0,0.0,-0.002384466901328489,-0.002384466901328489,52.81414,52.81414,0.0220175,0.02196,
CUSDT/USDT,True,False,2.5e-06,1.0,1.0,0.0220075,0.022005,0.0220075,0.0220075,spot,,CUSDT,False,USDT,,False,True,196.0,0.0,0.0009096077316657191,0.0,0.1320325,0.132036900643225,0.0220075,0.0219875,
